,age,job,marital,education,balance,housing,duration,campaign,approval
2233,24.0,7,1,1,4500,1,733.0,2,1
2234,34.0,9,1,1,1,1,108.0,1,0
2235,46.0,4,2,2,46,0,80.0,1,0
2236,32.0,0,0,1,-18,1,155.0,3,0
2237,46.0,7,1,1,451,1,389.0,4,0
2238,26.0,6,1,2,479,1,133.0,3,0
2239,42.0,1,1,1,0,1,328.0,6,0
2240,50.0,9,1,1,1130,1,119.0,2,0
2241,41.0,1,1,0,389,1,87.0,6,0
2242,34.0,0,2,1,10,0,162.0,1,0
2243,32.0,12,1,1,401,1,294.0,2,0
2244,58.0,3,2,2,145,1,128.0,2,0
2245,45.0,9,1,1,115,1,108.0,1,0
2246,28.0,0,2,1,89,1,172.0,2,0
2247,35.0,9,1,1,94,1,208.0,5,0
2248,39.0,7,1,1,1438,1,212.0,2,0
2249,49.0,10,0,2,780,0,148.0,1,0
2250,50.0,4,1,2,207,1,99.0,1,0
2251,37.0,4,1,2,238,0,185.0,1,1
2252,45.0,1,1,0,2433,0,133.0,2,0
2253,30.0,3,2,1,1924,0,170.0,1,0
2254,48.0,10,1,2,-471,1,668.0,7,0
2255,36.0,4,2,2,1531,1,81.0,3,0
2256,41.0,4,2,1,764,0,230.0,2,0
2257,55.0,1,1,1,383,0,287.0,1,0
2258,70.0,5,1,0,3782,0,618.0,1,0
2259,41.0,4,1,2,326,1,788.0,1,1
2260,47.0,7,0,1,691,0,285.0,6,0
2261,34.0,9,2,1,0,0,163.0,2,0
2262,33.0,4,2,2,99,0,159.0,1,0
2263,58.0,5,1,1,502,1,197.0,2,0
2264,51.0,4,1,2,-15,0,212.0,2,0
2265,45.0,4,1,2,1929,1,44.0,15,0
2266,55.0,0,1,1,0,0,180.0,2,0
2267,30.0,1,2,0,185,0,11.0,1,0
2268,33.0,4,2,1,-424,1,863.0,1,0
2269,27.0,7,2,1,0,1,388.0,7,0
2270,59.0,5,1,1,319,1,143.0,3,0
2271,34.0,4,2,2,171,1,191.0,1,0
2272,47.0,9,0,2,-1148,1,62.0,2,0
2273,44.0,1,1,0,-11,1,13.0,1,0
2274,35.0,0,2,1,0,1,1073.0,1,1
2275,45.0,4,1,2,-206,1,337.0,2,0
2276,42.0,1,1,0,704,1,88.0,10,0
2277,38.0,9,1,1,1931,0,167.0,1,0
2278,34.0,9,2,1,943,0,96.0,4,0
2279,35.0,9,1,1,327,1,537.0,3,0
2280,29.0,4,2,1,-105,1,5.0,3,0
2281,58.0,5,1,1,983,0,139.0,1,0
2282,44.0,1,2,0,787,1,570.0,2,0
2283,45.0,2,1,2,0,1,100.0,3,0
2284,43.0,1,1,1,3060,1,253.0,2,0
2285,44.0,7,1,1,5780,1,525.0,2,0
2286,30.0,9,2,1,790,0,696.0,3,0
2287,38.0,10,1,2,1449,0,535.0,6,0
2288,50.0,9,1,1,1412,0,131.0,3,0
2289,21.0,8,2,1,681,0,6.0,1,0
2290,38.0,2,1,2,228,1,105.0,1,0
2291,42.0,0,1,1,0,0,370.0,1,0
2292,45.0,9,2,2,2087,0,29.0,14,0
2293,34.0,2,1,1,2,1,184.0,1,0
2294,48.0,9,1,1,197,0,47.0,2,0
2295,34.0,7,1,1,0,0,193.0,4,0
2296,32.0,1,1,1,1905,1,709.0,2,1
2297,35.0,9,1,2,118,0,358.0,2,0
2298,39.0,2,1,2,2644,1,253.0,1,0
2299,36.0,6,1,2,16430,1,197.0,3,0
2300,35.0,9,1,1,13,0,94.0,2,0
2301,57.0,7,0,1,14,0,445.0,2,0
2302,28.0,9,2,1,769,1,153.0,1,0
2303,43.0,0,1,3,3485,0,113.0,1,0
2304,57.0,4,1,1,139,0,80.0,1,0
2305,34.0,7,0,1,202,1,318.0,1,0
2306,36.0,9,1,2,6,1,100.0,1,0
2307,47.0,4,0,2,2515,0,40.0,3,0
2308,36.0,4,0,2,5195,1,55.0,25,0
2309,33.0,4,1,2,2098,0,67.0,1,0
2310,57.0,4,1,2,320,0,76.0,2,0
2311,57.0,4,1,2,3431,1,73.0,1,0
2312,34.0,0,1,1,50,1,89.0,2,0
2313,51.0,3,0,2,370,1,109.0,3,0
2314,54.0,1,0,0,-182,0,98.0,1,0
2315,52.0,6,2,2,1623,1,21.0,17,0
2316,43.0,2,1,2,13342,1,465.0,1,0
2317,58.0,5,2,0,6570,0,106.0,3,0
2318,53.0,0,1,1,225,1,304.0,1,0
2319,44.0,4,1,1,-665,0,342.0,3,0
2320,29.0,4,2,2,0,0,16.0,25,0
2321,27.0,7,2,1,54,1,543.0,2,1
2322,35.0,1,1,0,46,0,338.0,3,0
2323,40.0,6,1,1,2,0,197.0,5,0
2324,34.0,1,1,1,103,1,956.0,2,0
2325,38.0,0,2,1,883,1,95.0,1,0
2326,32.0,7,1,1,55,1,546.0,9,0
2327,41.0,0,1,1,8238,1,124.0,4,0
2328,25.0,1,2,1,913,1,113.0,4,0
2329,38.0,1,0,1,595,1,245.0,3,0
2330,26.0,9,2,1,7,1,188.0,2,0
2331,37.0,9,2,2,1661,0,199.0,5,0
2332,30.0,4,1,2,102,1,470.0,7,1
2333,36.0,7,1,1,338,0,90.0,1,0
2334,33.0,4,1,1,3132,1,350.0,5,0
2335,33.0,0,2,2,490,1,31.0,1,0
2336,35.0,4,1,2,2682,1,156.0,1,0
2337,24.0,7,1,2,0,1,299.0,1,0
2338,29.0,10,1,1,596,0,510.0,2,0
2339,54.0,1,1,1,2059,1,177.0,4,0
2340,27.0,0,1,1,132,0,123.0,2,0
2341,34.0,4,1,1,0,0,270.0,1,0
2342,39.0,1,1,0,385,1,225.0,4,0
2343,38.0,4,1,2,223,0,63.0,1,0
2344,37.0,4,1,2,0,1,247.0,13,0
2345,26.0,7,2,1,512,1,206.0,5,0
2346,36.0,2,1,2,1169,1,168.0,2,0
2347,35.0,12,2,2,71,1,836.0,12,0
2348,30.0,4,2,2,940,0,131.0,2,0
2349,25.0,9,2,1,-80,1,89.0,1,0
2350,34.0,9,1,1,0,1,116.0,4,0
2351,52.0,11,1,3,1317,0,58.0,1,0
2352,39.0,0,1,1,179,0,36.0,1,0
2353,34.0,4,1,1,1007,1,240.0,2,0
2354,34.0,4,2,1,0,0,132.0,4,0
2355,30.0,7,1,1,1286,1,544.0,1,0
2356,33.0,7,1,1,804,1,266.0,1,0
2357,30.0,8,2,1,4,0,443.0,2,0
2358,51.0,1,1,0,0,1,324.0,1,0
2359,36.0,7,2,1,417,1,15.0,10,0
2360,48.0,1,1,0,1678,0,263.0,2,0
2361,37.0,7,0,1,532,1,199.0,1,0
2362,58.0,4,1,1,407,1,145.0,2,0
2363,56.0,4,0,2,659,0,56.0,1,0
2364,34.0,1,1,1,393,1,11.0,9,0
2365,33.0,0,0,1,661,1,411.0,1,0
2366,26.0,7,2,1,0,0,165.0,23,0
2367,40.0,4,2,3,838,1,619.0,3,0
2368,35.0,7,1,1,195,1,203.0,1,0
2369,45.0,2,1,1,68,1,254.0,1,0
2370,37.0,9,2,1,-242,1,1149.0,6,1
2371,35.0,4,0,2,321,1,189.0,1,0
2372,43.0,7,2,1,3403,1,707.0,2,1
2373,28.0,1,1,1,8,1,196.0,1,0
2374,32.0,1,0,1,739,1,171.0,1,0
2375,26.0,10,2,1,622,0,1451.0,2,1
2376,35.0,7,1,1,152,1,563.0,1,1
2377,35.0,9,2,1,2,0,23956498.0,4,0
2378,39.0,1,1,1,1439,1,73.0,6,0
2379,42.0,1,0,1,1491,1,203.0,2,0
2380,32.0,9,2,1,6402,1,158.0,1,0
2381,30.0,10,1,1,1210,0,100.0,4,0
2382,26.0,4,2,2,122,0,160.0,1,0
2383,30.0,8,2,1,0,1,661.0,1,0
2384,32.0,4,1,2,62,1,166.0,1,0
2385,47.0,7,1,1,3333,1,114.0,2,0
2386,33.0,9,1,2,16992,1,58.0,1,0
2387,57.0,1,1,0,23,1,25.0,8,0
2388,35.0,0,1,1,0,1,121.0,2,0
2389,53.0,9,1,2,6072,0,226.0,4,0
2390,24.0,5,2,1,366,0,234.0,2,0
2391,54.0,4,0,2,0,0,88.0,1,0
2392,31.0,4,1,2,1343,1,85.0,1,0
2393,41.0,2,1,1,2105,1,134.0,1,0
2394,44.0,11,1,1,2319,0,251.0,3,0
2395,35.0,7,2,1,35,1,152.0,1,0
2396,30.0,4,1,2,877,0,202.0,1,0
2397,43.0,1,2,0,30,1,379.0,17,0
2398,51.0,2,1,1,-2082,0,123.0,6,0
2399,60.0,5,1,1,89,0,156.0,2,0
2400,43.0,6,1,1,104,0,332.0,1,0
2401,31.0,4,1,2,1750,1,90.0,3,0
2402,56.0,4,1,0,772,1,291.0,1,0
2403,42.0,9,1,1,1048,1,23.0,2,0
2404,52.0,2,1,0,592,0,122.0,2,0
2405,40.0,9,1,1,0,1,105.0,2,0
2406,36.0,7,1,1,3064,1,1143.0,4,0
2407,40.0,7,1,0,33,0,70.0,3,0
2408,46.0,1,1,1,0,1,264.0,2,0
2409,32.0,0,2,1,1649,0,204.0,2,0
2410,31.0,3,2,2,287,1,182.0,1,0
2411,41.0,9,0,1,0,1,386.0,2,0
2412,58.0,3,1,0,419,0,295.0,3,0
2413,36.0,7,1,1,257,1,86.0,2,0
2414,52.0,9,1,1,118,0,16.0,20,0
2415,42.0,4,1,2,251,0,413.0,2,0
2416,32.0,4,2,2,1731,1,323.0,3,0
2417,62.0,4,1,2,0,0,78.0,3,0
2418,31.0,9,2,2,23,0,121.0,3,0
2419,41.0,1,2,1,-386,0,477.0,1,1
2420,34.0,6,1,2,5498,0,265.0,1,0
2421,44.0,4,2,2,5063,0,418.0,2,1
2422,42.0,1,1,0,7041,1,386.0,4,0
2423,37.0,2,2,1,654,0,594.0,2,0
2424,47.0,4,1,2,1890,0,161.0,1,0
2425,32.0,10,1,1,2400,1,450.0,3,0
2426,46.0,1,1,1,519,1,217.0,6,0
2427,39.0,9,2,2,1190,0,136.0,1,0
2428,28.0,7,2,1,229,1,322.0,1,0
2429,26.0,8,2,1,203,0,104.0,1,0
2430,52.0,9,1,1,1818,0,189.0,2,0
2431,42.0,10,1,1,1289,0,250.0,4,1
2432,33.0,9,0,2,39,0,123.0,5,0
2433,73.0,5,1,0,796,0,427.0,1,1
2434,35.0,0,2,1,57,0,632.0,2,0
2435,40.0,4,1,2,1548,1,101.0,3,0
2436,51.0,9,1,1,117,0,467.0,2,1
2437,37.0,0,2,1,0,1,640.0,2,0
2438,39.0,4,1,2,691,1,517.0,1,0
2439,28.0,1,1,1,64,1,160.0,3,0
2440,49.0,9,0,2,0,1,177.0,3,0
2441,36.0,0,1,1,957,1,206.0,1,0
2442,45.0,9,1,1,118,1,208.0,2,0
2443,29.0,9,2,2,218,1,169.0,1,0
2444,35.0,4,1,1,724,1,287.0,2,1
2445,35.0,3,1,2,20,1,505.0,3,0
2446,30.0,1,1,1,-28,1,284.0,2,0
2447,46.0,1,1,0,665,0,89.0,4,0
2448,25.0,8,2,2,5,0,138.0,1,0
2449,36.0,4,1,2,925,0,321.0,3,1
2450,42.0,1,1,0,2519,1,262.0,4,0
2451,57.0,0,1,1,3927,0,61.0,1,0
2452,42.0,4,0,2,401,1,217.0,9,0
2453,29.0,4,1,2,581,1,192.0,2,0
2454,36.0,9,1,2,1327,0,174.0,2,0
2455,31.0,10,1,1,3242,0,292.0,2,0
2456,59.0,9,1,0,3163,1,240.0,2,0
2457,50.0,10,0,1,32,0,282.0,2,0
2458,47.0,0,1,1,310,1,128.0,6,0
2459,46.0,3,1,0,0,0,161.0,1,0
2460,26.0,1,2,0,155,1,291.0,1,0
2461,31.0,7,2,1,11386,1,356.0,1,0
2462,30.0,7,1,2,1380,1,294.0,2,0
2463,47.0,1,2,3,2443,0,422.0,1,0
2464,23.0,9,2,2,1129,1,806.0,1,1
2465,44.0,10,2,0,4232,0,227.0,1,0
2466,42.0,6,1,1,5564,0,560.0,2,0
2467,32.0,7,2,1,-402,1,135.0,1,0
2468,28.0,0,2,1,1323,1,361.0,1,0
2469,57.0,5,1,0,1623,1,246.0,1,0
2470,38.0,9,1,2,1042,1,419.0,2,0
2471,22.0,8,2,1,2488,0,449.0,2,1
2472,54.0,0,1,1,865,1,71.0,1,0
2473,32.0,9,1,2,-1053,1,357.0,3,0
2474,32.0,4,1,2,1667,1,164.0,2,0
2475,59.0,0,0,1,975,1,263.0,4,0
2476,45.0,9,1,1,2571,0,146.0,2,0
2477,53.0,11,1,0,732,0,759.0,2,1
2478,50.0,0,0,1,769,0,72.0,2,0
2479,34.0,9,1,1,-136,1,131.0,2,0
2480,35.0,0,0,1,3636,0,808.0,2,1
2481,30.0,12,1,2,931,0,1183.0,1,0
2482,62.0,3,1,1,565,0,123.0,3,0
2483,40.0,1,1,1,271,1,483.0,2,0
2484,26.0,6,2,2,1153,0,238.0,3,0
2485,34.0,4,1,2,-73,1,90.0,1,0
2486,50.0,11,1,3,558,0,464.0,1,1
2487,31.0,11,0,2,137,0,385.0,9,0
2488,35.0,9,1,1,700,1,240.0,2,0
2489,55.0,5,1,0,-966,0,104.0,1,0
2490,34.0,0,1,1,96,0,109.0,2,0
2491,58.0,5,1,0,4007,0,598.0,4,0
2492,50.0,4,2,2,567,1,274.0,8,0
2493,31.0,9,2,1,40,0,123.0,2,0
2494,47.0,0,0,1,136,0,70.0,1,0
2495,38.0,6,2,2,917,1,260.0,1,0
2496,46.0,4,2,2,593,1,190.0,3,0
2497,42.0,1,1,0,505,1,521.0,2,0
2498,34.0,1,1,1,2542,1,228.0,1,0
2499,37.0,4,1,2,5355,0,466.0,4,1
2500,38.0,8,2,2,807,0,74.0,2,0
2501,59.0,5,1,1,9976,1,57.0,2,0
2502,32.0,0,1,1,0,0,119.0,3,0
2503,55.0,4,1,2,540,0,124.0,2,0
2504,35.0,1,1,1,280,1,65.0,50,0
2505,56.0,4,0,2,-59,0,127.0,6,0
2506,27.0,0,1,1,-517,1,172.0,3,0
2507,42.0,10,2,1,2613,1,174.0,6,0
2508,42.0,8,1,3,-7,0,41.0,6,0
2509,41.0,1,1,0,0,1,232.0,3,0
2510,53.0,5,0,1,-200,0,161.0,1,0
2511,67.0,5,1,0,2301,0,124.0,1,0
2512,53.0,3,1,0,104,0,701.0,1,1
2513,33.0,1,1,0,191,1,162.0,2,0
2514,31.0,9,2,3,694,1,431.0,2,0
2515,31.0,0,1,1,212,1,191.0,3,0
2516,30.0,4,1,2,1882,1,249.0,5,0
2517,48.0,1,1,3,131,1,189.0,1,0
2518,30.0,9,2,1,175,0,167.0,4,0
2519,43.0,9,2,2,0,0,73.0,4,0
2520,38.0,4,0,2,4425,1,162.0,1,0
2521,46.0,10,1,1,3533,1,235.0,2,0
2522,59.0,1,0,1,3573,0,44.0,1,0
2523,44.0,4,0,2,476,1,127.0,2,0
2524,35.0,1,1,1,1257,1,93.0,3,0
2525,55.0,1,1,3,23,0,143.0,1,0
2526,39.0,4,2,2,0,1,81.0,2,0
2527,36.0,7,2,1,398,1,77.0,2,0
2528,33.0,1,1,1,745,1,115.0,4,0
2529,48.0,4,2,2,8106,0,125.0,1,0
2530,33.0,4,2,2,0,0,53.0,4,0
2531,67.0,5,1,3,696,0,77.0,2,0
2532,48.0,10,0,1,1266,1,45.0,1,0
2533,57.0,4,1,2,2416,0,74.0,2,0
2534,31.0,3,1,0,25,0,169.0,5,0
2535,30.0,8,2,2,7513,0,269.0,2,0
2536,56.0,2,0,0,29,0,52.0,2,0
2537,26.0,1,1,0,5116,1,246.0,3,0
2538,44.0,4,1,1,-1746,1,218.0,1,0
2539,44.0,9,0,1,14,0,167.0,1,1
2540,31.0,4,1,2,4148,1,316.0,3,1
2541,47.0,6,1,3,14,1,142.0,1,0
2542,30.0,0,2,1,105,1,75.0,1,0
2543,37.0,4,1,2,767,0,204.0,1,0
2544,56.0,0,0,0,0,0,542.0,1,0
2545,43.0,4,2,1,-228,1,122.0,2,0
2546,42.0,7,1,1,508,1,70.0,1,0
2547,60.0,4,1,1,725,1,266.0,1,0
2548,34.0,1,1,3,41,1,34.0,9,0
2549,34.0,4,2,2,184,0,203.0,4,0
2550,41.0,4,1,2,251,0,85.0,3,0
2551,38.0,4,0,1,-17,0,11.0,4,0
2552,23.0,7,1,1,-19,1,13.0,10,0
2553,33.0,4,1,2,1064,1,562.0,1,1
2554,36.0,1,1,1,777,1,185.0,3,0
2555,49.0,10,1,2,377,0,158.0,1,0
2556,34.0,0,0,1,479,1,515.0,1,1
2557,40.0,9,0,1,-375,1,60.0,5,0
2558,72.0,5,1,0,796,0,173.0,2,0
2559,43.0,9,1,1,17,1,353.0,4,0
2560,44.0,1,1,1,1071,1,143.0,3,0
2561,35.0,0,1,1,0,1,18.0,5,0
2562,46.0,0,0,1,7378,0,466.0,1,0
2563,55.0,0,1,1,865,1,85.0,1,0
2564,50.0,9,0,1,-701,1,148.0,1,0
2565,23.0,1,2,3,817,1,123.0,1,0
2566,34.0,8,1,3,1387,0,121.0,1,0
2567,40.0,1,1,1,0,1,245.0,3,0
2568,61.0,5,1,1,2917,0,215.0,1,1
2569,53.0,9,1,1,4541,1,190.0,6,0
2570,57.0,9,1,1,0,0,44.0,1,0
2571,28.0,1,1,1,4287,0,171.0,1,0
2572,25.0,0,1,1,242,1,62.0,12,0
2573,38.0,1,1,1,171,1,172.0,1,0
2574,27.0,7,2,1,259,1,78.0,10,0
2575,45.0,1,1,1,827,1,319.0,5,0
2576,31.0,7,2,1,469,0,111.0,1,0
2577,39.0,1,1,0,2226,1,158.0,1,0
2578,42.0,9,1,1,0,0,82.0,12,0
2579,46.0,4,1,2,477,1,128.0,6,0
2580,36.0,7,1,1,42,1,102.0,4,0
2581,30.0,4,2,2,775,1,124.0,2,0
2582,32.0,1,1,1,9,1,334.0,2,0
2583,52.0,9,1,2,2557,0,134.0,5,1
2584,31.0,4,1,2,2395,0,218.0,1,0
2585,60.0,4,1,0,4895,0,313.0,1,0
2586,35.0,1,2,1,376,1,207.0,3,0
2587,38.0,4,1,2,389,1,262.0,1,0
2588,46.0,4,0,2,134,0,134.0,2,0
2589,45.0,2,0,2,1273,1,197.0,3,0
2590,59.0,7,1,1,0,1,214.0,3,0
2591,34.0,4,1,2,2892,1,1165.0,7,0
2592,33.0,9,0,1,0,1,177.0,2,0
2593,46.0,4,2,1,295,1,141.0,6,0
2594,48.0,0,1,1,292,1,164.0,6,0
2595,31.0,7,2,1,85,0,151.0,1,0
2596,32.0,9,1,1,4,0,145.0,2,0
2597,35.0,1,0,0,-587,1,111.0,1,0
2598,36.0,1,2,0,367,0,217.0,1,0
2599,52.0,4,1,2,-1224,1,253.0,4,0
2600,45.0,4,0,2,959,0,74.0,1,0
2601,34.0,4,1,2,0,0,263.0,2,0
2602,25.0,1,1,0,-589,1,233.0,1,0
2603,26.0,4,2,2,-8,0,402.0,2,0
2604,57.0,4,1,3,0,0,585.0,1,0
2605,48.0,4,1,0,247,1,145.0,1,0
2606,48.0,9,1,3,5543,0,143.0,5,0
2607,32.0,1,1,0,642,0,524.0,1,0
2608,58.0,5,1,1,11,0,270.0,1,0
2609,57.0,4,1,0,-226,1,272.0,1,0
2610,31.0,2,1,2,5191,0,187.0,2,0
2611,33.0,1,2,1,-320,0,268.0,2,0
2612,53.0,2,1,2,2289,1,183.0,1,0
2613,36.0,0,1,1,725,1,123.0,3,0
2614,32.0,9,2,2,705,1,20.0,4,0
2615,45.0,1,1,1,776,1,232.0,4,0
2616,35.0,10,1,2,816,1,547.0,7,0
2617,41.0,7,1,1,171,0,71.0,9,0
2618,54.0,7,1,1,812,0,113.0,6,0
2619,49.0,7,1,1,823,0,780.0,4,1
2620,28.0,9,2,1,1453,1,246.0,1,0
2621,24.0,1,2,3,431,1,108.0,12,0
2622,30.0,0,2,1,1009,1,253.0,1,0
2623,32.0,6,1,0,286,1,175.0,1,0
2624,53.0,2,1,2,22370,1,106.0,1,0
2625,42.0,1,1,0,2111,1,86.0,2,0
2626,48.0,1,1,0,5366,1,248.0,3,0
2627,33.0,9,1,1,181,1,265.0,2,0
2628,31.0,1,0,1,-452,1,182.0,5,0
2629,56.0,10,0,0,1770,0,916.0,3,0
2630,58.0,5,1,0,0,0,506.0,1,0
2631,37.0,0,2,1,-296,1,81.0,1,0
2632,59.0,4,1,0,2358,1,30.0,1,0
2633,50.0,4,2,2,1200,0,904.0,3,1
2634,39.0,3,2,0,109,1,699.0,3,0
2635,30.0,9,1,1,616,1,19.0,1,0
2636,47.0,7,0,1,4906,1,389.0,1,0
2637,44.0,6,1,1,313,0,211.0,4,0
2638,38.0,1,1,0,290,1,283.0,1,0
2639,50.0,4,1,2,1240,0,474.0,2,0
2640,27.0,0,2,2,3672,1,157.0,2,0
2641,73.0,5,1,1,19,0,509.0,2,0
2642,46.0,1,1,0,143,1,279.0,1,0
2643,56.0,5,0,1,212,0,27.0,1,0
2644,36.0,4,1,2,9,0,386.0,4,1
2645,33.0,1,1,0,3074,0,679.0,1,0
2646,40.0,12,1,2,1734,1,169.0,1,0
2647,52.0,4,1,2,575,0,315.0,1,0
2648,51.0,1,1,1,397,1,293.0,2,0
2649,33.0,1,1,1,640,1,439.0,3,0
2650,54.0,7,1,1,158,1,198.0,1,0
2651,44.0,4,1,1,2984,1,770.0,2,0
2652,50.0,2,1,1,1011,1,340.0,2,0
2653,45.0,1,2,1,0,1,1472.0,1,1
2654,36.0,4,1,2,1133,1,293.0,1,1
2655,42.0,9,1,1,4945,1,311.0,2,1
2656,37.0,9,1,1,712,1,291.0,2,0
2657,28.0,7,2,1,-427,1,965.0,2,0
2658,56.0,0,1,1,2146,0,594.0,1,0
2659,59.0,0,1,1,92,1,139.0,2,0
2660,32.0,10,1,1,10,1,501.0,4,0
2661,57.0,5,1,0,1238,1,274.0,1,0
2662,49.0,0,2,1,981,1,10.0,3,0
2663,56.0,2,1,3,575,0,18.0,2,0
2664,48.0,0,0,3,-70,0,243.0,1,0
2665,27.0,8,2,2,3733,1,198.0,1,1
2666,31.0,4,2,2,574,1,410.0,2,0
2667,28.0,1,2,1,43,0,190.0,1,0
2668,36.0,4,1,2,428,0,121.0,1,0
2669,58.0,3,1,0,0,1,148.0,1,0
2670,46.0,0,1,1,0,1,239.0,2,0
2671,32.0,4,2,2,474,1,90.0,3,0
2672,39.0,7,1,1,-540,0,29.0,1,0
2673,35.0,6,1,2,560,1,58.0,1,0
2674,31.0,4,1,2,325,1,1139.0,2,1
2675,29.0,4,2,2,437,0,504.0,1,1
2676,48.0,1,1,0,574,0,348.0,1,0
2677,60.0,5,1,0,0,0,130.0,3,0
2678,74.0,5,1,1,935,0,100.0,1,0
2679,30.0,7,1,1,699,1,544.0,1,0
2680,52.0,0,2,0,0,0,182.0,11,0
2681,24.0,1,1,1,-220,1,90.0,1,0
2682,29.0,7,1,1,11417,1,272.0,2,0
2683,33.0,3,1,0,212,1,260.0,2,0
2684,34.0,1,1,1,67,1,672.0,3,0
2685,45.0,0,0,1,0,0,264.0,1,1
2686,31.0,1,1,1,0,0,275.0,2,0
2687,45.0,9,1,1,1673,0,76.0,1,0
2688,27.0,7,1,1,-1202,1,749.0,2,0
2689,30.0,4,2,2,4213,0,142.0,4,0
2690,45.0,1,1,0,0,0,454.0,2,0
2691,57.0,1,1,1,1521,1,102.0,2,0
2692,34.0,4,1,2,1310,0,521.0,3,0
2693,40.0,0,1,1,0,1,57.0,1,0
2694,39.0,4,1,2,399,0,504.0,1,0
2695,46.0,9,1,2,405,0,138.0,3,0
2696,55.0,4,0,2,9756,1,103.0,2,1
2697,25.0,4,2,2,2506,0,485.0,1,1
2698,34.0,4,1,2,697,0,166.0,1,0
2699,37.0,1,1,0,403,1,318.0,2,0
2700,64.0,5,0,2,890,0,531.0,3,0
2701,45.0,9,0,1,809,1,155.0,2,0
2702,57.0,3,1,1,158,1,73.0,1,0
2703,21.0,8,2,3,137,1,198.0,3,0
2704,58.0,3,1,1,2705,0,137.0,1,0
2705,41.0,1,2,1,75,1,479.0,9,1
2706,41.0,4,1,3,2457,1,285.0,1,0
2707,58.0,4,1,2,541,1,98.0,1,0
2708,33.0,4,1,2,287,1,199.0,2,0
2709,32.0,4,1,2,273,1,97.0,3,0
2710,44.0,7,0,1,0,1,389.0,5,0
2711,47.0,11,1,3,677,0,384.0,1,0
2712,41.0,6,1,0,340,0,37.0,3,0
2713,54.0,9,1,2,98,0,420.0,4,0
2714,47.0,9,0,2,477,1,973.0,1,0
2715,32.0,4,2,2,2629,0,77.0,4,0
2716,59.0,3,1,2,0,0,376.0,2,0
2717,29.0,9,2,2,2325,0,125.0,1,1
2718,48.0,7,1,1,-20,0,142.0,2,0
2719,32.0,9,2,1,230,1,442.0,1,1
2720,46.0,4,0,1,-852,0,728.0,2,0
2721,31.0,1,2,0,-280,0,281.0,3,0
2722,53.0,1,1,1,25,0,528.0,2,1
2723,34.0,9,2,2,9851,1,128.0,5,0
2724,48.0,7,2,3,5095,1,71.0,1,0
2725,32.0,9,1,1,687,0,161.0,4,0
2726,31.0,4,1,1,1368,1,129.0,4,0
2727,27.0,1,2,0,-179,1,54.0,2,0
2728,60.0,0,1,1,-396,1,443.0,1,0
2729,34.0,1,2,2,1011,1,136.0,1,0
2730,52.0,6,1,1,9,0,44.0,1,0
2731,48.0,1,1,1,1159,1,1181.0,9,0
2732,45.0,9,1,0,-322,0,225.0,2,0
2733,54.0,9,0,1,1114,1,81.0,1,0
2734,52.0,7,1,1,2072,0,224.0,1,0
2735,47.0,2,1,2,459,1,189.0,4,0
2736,54.0,11,1,1,1157,0,98.0,2,0
2737,34.0,1,1,1,8309,1,50.0,1,0
2738,39.0,9,2,2,1043,0,195.0,10,0
2739,46.0,9,1,1,2098,0,110.0,2,0
2740,26.0,10,2,1,461,0,214.0,1,0
2741,37.0,9,2,1,61,1,182.0,8,0
2742,47.0,1,1,1,1203,1,239.0,2,0
2743,35.0,9,1,1,1067,0,179.0,6,0
2744,57.0,10,1,0,0,0,540.0,1,0
2745,34.0,4,1,2,1657,1,566.0,2,0
2746,47.0,9,1,1,1219,0,697.0,4,1
2747,27.0,9,1,1,7,1,98.0,2,0
2748,40.0,1,1,1,-839,1,1018.0,2,1
2749,39.0,9,1,1,994,0,221.0,1,0
2750,36.0,2,1,2,6,0,246.0,1,0
2751,42.0,9,2,1,0,0,656.0,2,0
2752,23.0,1,2,0,8627,1,281.0,1,0
2753,34.0,4,1,2,133,1,65.0,1,0
2754,34.0,1,1,1,247,1,193.0,5,0
2755,49.0,7,1,1,1114,0,283.0,1,0
2756,57.0,1,1,0,1592,0,78.0,4,0
2757,59.0,5,1,3,0,0,425.0,6,0
2758,57.0,0,1,2,46,0,238.0,2,0
2759,34.0,1,1,1,1221,1,182.0,1,0
2760,61.0,4,1,1,985,0,998.0,6,1
2761,35.0,1,0,1,0,1,477.0,1,0
2762,42.0,4,1,2,520,0,158.0,1,0
2763,57.0,7,1,2,10,0,320.0,3,0
2764,42.0,1,1,1,2157,1,149.0,1,0
2765,53.0,5,1,1,6095,1,410.0,5,0
2766,63.0,5,1,2,133,1,104.0,2,0
2767,47.0,6,1,1,1121,0,454.0,6,0
2768,54.0,7,1,1,88,1,190.0,1,0
2769,45.0,0,1,1,0,0,145.0,10,0
2770,28.0,4,2,2,-328,1,318.0,2,0
2771,58.0,10,1,1,610,1,246.0,2,0
2772,48.0,4,2,2,414,0,761.0,2,0
2773,35.0,4,0,2,0,1,171.0,1,1
2774,37.0,6,1,2,0,0,143.0,1,0
2775,37.0,1,1,1,685,1,968.0,1,0
2776,37.0,4,1,0,22856,0,154.0,1,0
2777,25.0,7,2,1,-352,0,246.0,1,0
2778,58.0,1,1,1,602,1,201.0,1,0
2779,52.0,4,1,1,-588,1,81.0,4,0
2780,19.0,8,2,1,302,0,205.0,1,1
2781,59.0,1,1,1,5314,1,200.0,3,0
